question,answer,option,gt_option
John went to the bathroom. Mary travelled to the kitchen. Mary picked up the apple. Mary went back to the hallway. Mary moved to the bedroom. Where was the apple before the bedroom?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)beds g)livingroom h)bedroom i)hallway j)desk ,i
Sandra put down the milk. Daniel went to the hallway. Sandra went back to the bedroom. Sandra journeyed to the garden. Sandra put down the milk. Where was the milk before the garden?,bedroom,a)kitchen b)bathroom c)hallway d)office e)bedroom f)baths g)beds h)livingroom i)garden j)desk ,e
John went back to the hallway. Sandra went back to the office. Sandra travelled to the hallway. Sandra went to the office. Sandra left the apple. Where was the apple before the office?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)beds g)hallway h)livingroom i)bedroom j)desk ,g
Daniel picked up the football there. Daniel picked up the milk. Daniel travelled to the hallway. Daniel journeyed to the garden. Daniel left the football. Where was the football before the garden?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)hallway g)beds h)livingroom i)bedroom j)desk ,f
Sandra journeyed to the garden. John journeyed to the hallway. Sandra went to the bathroom. Sandra went back to the office. Sandra put down the milk. Where was the milk before the office?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)bathroom h)livingroom i)bedroom j)desk ,g
John moved to the garden. Sandra journeyed to the hallway. Daniel picked up the apple. Daniel moved to the bathroom. Daniel journeyed to the garden. Where was the apple before the garden?,bathroom,a)kitchen b)garden c)hallway d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,d
Mary grabbed the apple. Mary travelled to the bathroom. Mary went to the hallway. Mary went back to the office. Mary dropped the apple. Where was the apple before the hallway?,bathroom,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,c
Sandra got the football. Daniel travelled to the kitchen. Sandra moved to the hallway. Sandra went to the kitchen. Sandra discarded the football. Where was the football before the kitchen?,hallway,a)kitchen b)hallway c)garden d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
John went back to the bathroom. Daniel journeyed to the hallway. Mary journeyed to the bedroom. Mary journeyed to the kitchen. Mary left the milk. Where was the milk before the kitchen?,bedroom,a)beds b)livingroom c)kitchen d)office e)hallway f)baths g)table h)bathroom i)garden j)desk ,k
Mary discarded the milk. Mary travelled to the bathroom. Daniel moved to the office. Daniel travelled to the hallway. Daniel discarded the football. Where was the football before the hallway?,office,a)kitchen b)garden c)office d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,c
Sandra moved to the kitchen. Daniel travelled to the bedroom. Sandra moved to the bathroom. Sandra journeyed to the garden. Sandra dropped the football. Where was the football before the garden?,bathroom,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,c
Daniel grabbed the apple there. Mary got the football. Daniel took the apple there. Daniel went back to the kitchen. Daniel journeyed to the hallway. Where was the apple before the hallway?,kitchen,a)bedroom b)bathroom c)hallway d)kitchen e)office f)baths g)beds h)livingroom i)garden j)desk ,d
John went back to the kitchen. Daniel went back to the office. Sandra journeyed to the kitchen. Sandra travelled to the garden. Sandra left the football there. Where was the football before the garden?,kitchen,a)bedroom b)bathroom c)hallway d)kitchen e)office f)baths g)beds h)livingroom i)garden j)desk ,d
Sandra picked up the milk. John got the football. Daniel travelled to the garden. Daniel moved to the hallway. Daniel left the football. Where was the football before the hallway?,garden,a)garden b)kitchen c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,a
John went back to the hallway. Sandra went back to the office. Daniel moved to the garden. Daniel went back to the bathroom. Daniel put down the football there. Where was the football before the bathroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)bedroom j)desk ,h
John picked up the apple. John dropped the apple. Sandra picked up the milk. Sandra went to the kitchen. Sandra went back to the garden. Where was the milk before the garden?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)desk j)kitchen ,j
Sandra took the milk. Sandra discarded the milk. Sandra moved to the bathroom. Sandra travelled to the office. Sandra left the milk. Where was the milk before the office?,bathroom,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,c
Sandra travelled to the kitchen. John went to the bedroom. John travelled to the bedroom. John went back to the kitchen. John discarded the football. Where was the football before the kitchen?,bedroom,a)kitchen b)bathroom c)hallway d)office e)bedroom f)baths g)beds h)livingroom i)garden j)desk ,e
Mary moved to the garden. Sandra took the milk there. Mary travelled to the hallway. Mary journeyed to the bedroom. Mary discarded the apple. Where was the apple before the bedroom?,hallway,a)kitchen b)garden c)bathroom d)office e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,e
Sandra went back to the bathroom. Sandra moved to the bathroom. Sandra went to the garden. Sandra went back to the bathroom. Sandra put down the apple. Where was the apple before the bathroom?,garden,a)garden b)kitchen c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,a
Daniel grabbed the milk. John discarded the apple. Daniel travelled to the kitchen. Daniel moved to the garden. Daniel dropped the milk. Where was the milk before the garden?,kitchen,a)bedroom b)bathroom c)kitchen d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,c
John journeyed to the garden. Daniel went back to the hallway. Mary grabbed the milk. Mary went back to the hallway. Mary went back to the bedroom. Where was the milk before the bedroom?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)beds g)hallway h)livingroom i)bedroom j)desk ,g
John went to the garden. Mary journeyed to the kitchen. Mary went back to the office. Mary journeyed to the kitchen. Mary dropped the football. Where was the football before the kitchen?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)livingroom h)bedroom i)office j)desk ,i
Sandra went back to the kitchen. John dropped the apple. Mary travelled to the bedroom. Mary went back to the office. Mary put down the milk. Where was the milk before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)bedroom g)beds h)livingroom i)garden j)desk ,f
Mary got the football. Sandra travelled to the garden. Mary moved to the kitchen. Sandra journeyed to the hallway. Sandra dropped the milk there. Where was the milk before the hallway?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)garden ,j
Mary journeyed to the kitchen. John discarded the milk. Mary picked up the milk. Mary went back to the garden. Mary went back to the bedroom. Where was the milk before the bedroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)garden ,j
Daniel grabbed the football. John grabbed the football. Sandra took the football there. Sandra went back to the garden. Sandra went to the bathroom. Where was the football before the bathroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)garden g)beds h)livingroom i)bedroom j)desk ,f
Sandra travelled to the bathroom. Daniel went to the kitchen. John journeyed to the office. John went back to the bathroom. John dropped the milk there. Where was the milk before the bathroom?,office,a)kitchen b)garden c)office d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,c
Daniel went to the garden. Mary discarded the milk. Sandra picked up the apple. Sandra travelled to the kitchen. Sandra went back to the garden. Where was the apple before the garden?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)kitchen j)desk ,i
Mary got the football there. Mary dropped the football. John went back to the bathroom. John went to the hallway. John left the milk. Where was the milk before the hallway?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)bathroom ,j
Daniel travelled to the hallway. Sandra journeyed to the bathroom. Daniel travelled to the kitchen. Daniel journeyed to the office. Daniel left the milk there. Where was the milk before the office?,kitchen,a)kitchen b)bedroom c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,a
Sandra put down the football. Mary left the apple. Sandra grabbed the milk there. Sandra went back to the office. Sandra journeyed to the kitchen. Where was the milk before the kitchen?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)livingroom h)office i)bedroom j)desk ,h
Mary went to the office. John went to the garden. Daniel journeyed to the garden. Daniel went back to the office. Daniel discarded the milk. Where was the milk before the office?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,i
Sandra moved to the hallway. Daniel travelled to the hallway. Daniel journeyed to the office. Daniel went back to the garden. Daniel discarded the apple. Where was the apple before the garden?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)office h)livingroom i)bedroom j)desk ,g
John got the football. John picked up the apple. Mary went to the bathroom. Mary went to the office. Mary discarded the football there. Where was the football before the office?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)bathroom h)livingroom i)bedroom j)desk ,g
Mary went back to the office. Sandra travelled to the garden. Sandra picked up the football. Sandra journeyed to the garden. Sandra journeyed to the kitchen. Where was the football before the kitchen?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)garden h)livingroom i)bedroom j)desk ,g
Mary went back to the kitchen. Daniel left the milk. John went to the bedroom. John went back to the office. John dropped the football. Where was the football before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)bedroom h)livingroom i)garden j)desk ,g
Mary journeyed to the garden. John moved to the hallway. Daniel moved to the garden. Daniel moved to the kitchen. Daniel discarded the apple. Where was the apple before the kitchen?,garden,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Daniel travelled to the bathroom. Mary travelled to the bedroom. John moved to the hallway. John journeyed to the bedroom. John discarded the apple. Where was the apple before the bedroom?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)beds g)livingroom h)hallway i)bedroom j)desk ,h
John moved to the kitchen. Mary picked up the apple. Daniel grabbed the milk. Daniel travelled to the bedroom. Daniel went back to the office. Where was the milk before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)bedroom h)livingroom i)garden j)desk ,g
Daniel travelled to the kitchen. Mary journeyed to the hallway. Mary journeyed to the garden. Mary went to the office. Mary put down the milk. Where was the milk before the office?,garden,a)garden b)kitchen c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,a
Sandra went to the garden. Sandra took the milk. Sandra went to the garden. Sandra travelled to the hallway. Sandra dropped the football. Where was the football before the hallway?,garden,a)kitchen b)bathroom c)hallway d)garden e)office f)baths g)beds h)livingroom i)bedroom j)desk ,d
Sandra journeyed to the hallway. John picked up the milk. Daniel went to the bathroom. Daniel went back to the office. Daniel dropped the milk. Where was the milk before the office?,bathroom,a)kitchen b)bathroom c)garden d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
John travelled to the bedroom. Sandra went to the bathroom. Daniel took the football. Daniel moved to the kitchen. Daniel went back to the bathroom. Where was the football before the bathroom?,kitchen,a)bedroom b)bathroom c)hallway d)kitchen e)office f)baths g)beds h)livingroom i)garden j)desk ,d
John went to the office. John went back to the bedroom. Sandra went back to the bathroom. Sandra journeyed to the kitchen. Sandra dropped the milk. Where was the milk before the kitchen?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)livingroom h)bathroom i)bedroom j)desk ,h
Daniel moved to the bathroom. Mary travelled to the garden. Sandra journeyed to the bedroom. Sandra moved to the kitchen. Sandra put down the apple. Where was the apple before the kitchen?,bedroom,a)kitchen b)bathroom c)bedroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,c
John went back to the office. Sandra moved to the bathroom. John took the apple. John went back to the hallway. John went to the garden. Where was the apple before the garden?,hallway,a)kitchen b)hallway c)garden d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Sandra moved to the garden. Sandra went to the office. Mary journeyed to the bathroom. Mary travelled to the hallway. Mary put down the apple. Where was the apple before the hallway?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)bathroom g)beds h)livingroom i)bedroom j)desk ,f
Mary got the milk. Mary moved to the office. Mary moved to the kitchen. Mary travelled to the office. Mary dropped the milk. Where was the milk before the office?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)desk j)kitchen ,j
John picked up the football there. Sandra went back to the kitchen. John travelled to the bathroom. John moved to the kitchen. Where was the football before the kitchen?,bathroom,a)bathroom b)garden c)office d)bedroom e)kitchen f)beds g)hallway h)livingroom i)baths j)table ,a
Sandra went to the garden. Mary went to the garden. Mary went back to the bedroom. Mary travelled to the office. Mary put down the apple. Where was the apple before the office?,bedroom,a)kitchen b)bedroom c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,b
Mary got the apple. Mary picked up the apple. Sandra picked up the football. Sandra went back to the kitchen. Sandra went back to the office. Where was the football before the office?,kitchen,a)kitchen b)bedroom c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,a
Daniel went to the garden. Mary went back to the garden. Mary travelled to the garden. Mary went to the bedroom. Mary put down the football there. Where was the football before the bedroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)garden ,j
Sandra went to the office. John journeyed to the hallway. Sandra journeyed to the office. Sandra journeyed to the kitchen. Sandra discarded the football there. Where was the football before the kitchen?,office,a)kitchen b)garden c)office d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,c
Daniel journeyed to the kitchen. Mary journeyed to the bedroom. John got the milk. John went to the kitchen. John moved to the bedroom. Where was the milk before the bedroom?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)kitchen j)desk ,i
Daniel got the football. Mary took the milk there. Mary picked up the milk. Mary moved to the garden. Mary went back to the office. Where was the milk before the office?,garden,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Daniel went to the garden. Mary went back to the garden. Mary travelled to the garden. Mary went to the bedroom. Mary dropped the milk. Where was the milk before the bedroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)garden g)beds h)livingroom i)bedroom j)desk ,f
Sandra discarded the milk. Mary moved to the bathroom. Mary took the apple. Mary travelled to the office. Mary moved to the bathroom. Where was the apple before the bathroom?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)livingroom h)bedroom i)desk j)office ,j
John went to the bathroom. Mary travelled to the office. Mary went to the office. Mary went to the bedroom. Mary dropped the milk. Where was the milk before the bedroom?,office,a)office b)kitchen c)garden d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,a
Mary went to the office. Mary grabbed the football. Sandra went back to the garden. Sandra travelled to the bedroom. Sandra put down the football. Where was the football before the bedroom?,garden,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Daniel picked up the milk there. Daniel journeyed to the garden. Daniel got the football there. Daniel travelled to the kitchen. Daniel moved to the garden. Where was the football before the garden?,kitchen,a)bedroom b)bathroom c)hallway d)kitchen e)office f)baths g)beds h)livingroom i)garden j)desk ,d
Sandra went back to the kitchen. John dropped the apple. John travelled to the bedroom. John journeyed to the bathroom. John left the apple. Where was the apple before the bathroom?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)desk j)bedroom ,j
Daniel went to the garden. Sandra discarded the apple. Sandra went to the office. Sandra journeyed to the bedroom. Sandra left the football. Where was the football before the bedroom?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)office h)livingroom i)bedroom j)desk ,g
Sandra moved to the kitchen. John journeyed to the hallway. Mary grabbed the milk. Mary went back to the bedroom. Mary went to the office. Where was the milk before the office?,bedroom,a)kitchen b)bathroom c)bedroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,c
John put down the milk. Mary journeyed to the garden. Mary picked up the milk. Mary went to the bedroom. Mary moved to the kitchen. Where was the milk before the kitchen?,bedroom,a)kitchen b)bathroom c)hallway d)office e)bedroom f)baths g)beds h)livingroom i)garden j)desk ,e
Mary picked up the milk. Daniel moved to the bathroom. Daniel travelled to the bedroom. Mary grabbed the football. Daniel put down the milk. Where was the milk before the bedroom?,bathroom,a)baths b)livingroom c)hallway d)office e)garden f)bathroom g)beds h)table i)kitchen j)desk ,f
Sandra grabbed the milk there. Mary moved to the garden. John picked up the milk there. John moved to the garden. John moved to the bedroom. Where was the milk before the bedroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)garden ,j
John took the milk. Daniel dropped the milk. Sandra grabbed the football. Sandra went to the bedroom. Sandra moved to the kitchen. Where was the football before the kitchen?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)bedroom g)beds h)livingroom i)garden j)desk ,f
Sandra moved to the kitchen. John journeyed to the hallway. Mary went back to the bedroom. Mary went to the office. Mary dropped the milk. Where was the milk before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,h
John put down the football. Sandra moved to the bedroom. Mary journeyed to the office. Mary moved to the bathroom. Mary discarded the milk. Where was the milk before the bathroom?,office,a)kitchen b)office c)garden d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,b
Sandra moved to the kitchen. John journeyed to the hallway. Mary went back to the bedroom. Mary went to the office. Mary dropped the milk. Where was the milk before the office?,bedroom,a)kitchen b)bedroom c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,b
John journeyed to the kitchen. Mary went back to the bathroom. Sandra journeyed to the garden. Sandra went back to the bathroom. Sandra put down the milk. Where was the milk before the bathroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)bedroom j)desk ,h
John moved to the bedroom. Mary took the football there. John journeyed to the garden. John moved to the bathroom. John put down the apple. Where was the apple before the bathroom?,garden,a)beds b)livingroom c)kitchen d)office e)hallway f)baths g)table h)bathroom i)bedroom j)desk ,k
Daniel moved to the garden. Mary went back to the kitchen. Daniel journeyed to the bedroom. Daniel journeyed to the bathroom. Daniel put down the milk there. Where was the milk before the bathroom?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,h
Mary went back to the hallway. Mary moved to the bedroom. Mary took the football. Mary travelled to the bathroom. Mary put down the milk there. Where was the milk before the bathroom?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,h
Daniel left the milk. Mary moved to the office. Mary got the football there. Mary moved to the garden. Mary went to the hallway. Where was the football before the hallway?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)bedroom j)desk ,h
Mary took the apple. Sandra dropped the football. Sandra went to the office. Sandra went back to the bedroom. Sandra left the milk. Where was the milk before the bedroom?,office,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,e
Daniel grabbed the football. John grabbed the apple. Daniel moved to the bathroom. Daniel travelled to the garden. Daniel put down the football there. Where was the football before the garden?,bathroom,a)kitchen b)bathroom c)garden d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Daniel got the milk. Sandra dropped the football. Mary moved to the hallway. Mary journeyed to the kitchen. Mary dropped the milk there. Where was the milk before the kitchen?,hallway,a)kitchen b)garden c)hallway d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,c
John went to the bathroom. John put down the apple. Sandra picked up the milk there. Sandra went back to the hallway. Sandra went back to the bedroom. Where was the milk before the bedroom?,hallway,a)kitchen b)hallway c)garden d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
John got the apple. Daniel travelled to the office. Mary journeyed to the bedroom. Mary went to the office. Mary left the football. Where was the football before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)bedroom g)beds h)livingroom i)garden j)desk ,f
Mary got the football. John journeyed to the garden. Daniel moved to the bedroom. Daniel moved to the office. Daniel left the milk. Where was the milk before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)bedroom f)baths g)beds h)livingroom i)garden j)desk ,e
John left the apple. Sandra journeyed to the kitchen. John travelled to the bathroom. John went to the garden. John put down the apple. Where was the apple before the garden?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)livingroom h)bathroom i)bedroom j)desk ,h
Daniel travelled to the bathroom. Mary travelled to the bedroom. John moved to the hallway. John journeyed to the bedroom. John put down the milk. Where was the milk before the bedroom?,hallway,a)kitchen b)garden c)hallway d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,c
John grabbed the milk. Sandra grabbed the apple. John went to the bedroom. John went to the bathroom. John dropped the milk. Where was the milk before the bathroom?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)bedroom j)desk ,i
Sandra went back to the bedroom. Sandra discarded the football. Daniel journeyed to the office. Daniel moved to the kitchen. Daniel dropped the apple. Where was the apple before the kitchen?,office,a)office b)kitchen c)garden d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,a
Mary moved to the bathroom. John went back to the garden. Mary journeyed to the bedroom. Mary travelled to the garden. Mary left the milk. Where was the milk before the garden?,bedroom,a)kitchen b)bathroom c)hallway d)bedroom e)office f)baths g)beds h)livingroom i)garden j)desk ,d
Daniel moved to the office. Mary went back to the kitchen. Daniel travelled to the garden. Daniel journeyed to the bedroom. Daniel dropped the milk. Where was the milk before the bedroom?,garden,a)beds b)livingroom c)kitchen d)office e)hallway f)baths g)table h)bathroom i)bedroom j)desk ,k
Sandra went back to the kitchen. Daniel journeyed to the bathroom. John travelled to the bathroom. John moved to the kitchen. John put down the milk. Where was the milk before the kitchen?,bathroom,a)beds b)livingroom c)kitchen d)office e)hallway f)baths g)table h)garden i)bedroom j)desk ,k
John went back to the office. John went back to the bathroom. John took the football. John went back to the garden. John went to the hallway. Where was the football before the hallway?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,i
John went back to the bathroom. John got the milk there. Mary went back to the garden. Mary journeyed to the office. Mary left the football. Where was the football before the office?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)garden g)beds h)livingroom i)bedroom j)desk ,f
John travelled to the bedroom. Sandra went to the bathroom. Daniel moved to the kitchen. Daniel went back to the bathroom. Daniel put down the milk there. Where was the milk before the bathroom?,kitchen,a)bedroom b)bathroom c)kitchen d)hallway e)office f)baths g)beds h)livingroom i)garden j)desk ,c
Mary got the football. Mary discarded the football. Mary picked up the football. Mary moved to the office. Mary went to the hallway. Where was the football before the hallway?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)livingroom h)bedroom i)office j)desk ,i
John moved to the kitchen. John dropped the football. Sandra went to the office. Sandra went back to the bathroom. Sandra discarded the milk there. Where was the milk before the bathroom?,office,a)office b)kitchen c)garden d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,a
Daniel took the football. John went to the bathroom. Daniel moved to the bathroom. Daniel went to the hallway. Daniel left the apple. Where was the apple before the hallway?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)bathroom j)desk ,i
Daniel went back to the hallway. John grabbed the apple. Mary went back to the garden. Mary went to the hallway. Mary left the milk. Where was the milk before the hallway?,garden,a)kitchen b)bathroom c)hallway d)office e)garden f)baths g)beds h)livingroom i)bedroom j)desk ,e
Sandra went back to the hallway. John dropped the apple. John went to the garden. John journeyed to the bathroom. John left the apple. Where was the apple before the bathroom?,garden,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,b
Mary went to the bedroom. Daniel put down the football. John went back to the bathroom. John journeyed to the hallway. John put down the football. Where was the football before the hallway?,bathroom,a)kitchen b)garden c)hallway d)office e)bathroom f)baths g)beds h)livingroom i)bedroom j)desk ,e
Daniel moved to the bathroom. Mary travelled to the garden. Sandra moved to the kitchen. Sandra moved to the garden. Sandra put down the apple. Where was the apple before the garden?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)kitchen j)desk ,i
Sandra went to the hallway. John went back to the hallway. Sandra travelled to the bathroom. Sandra went back to the bedroom. Sandra left the milk. Where was the milk before the bedroom?,bathroom,a)beds b)livingroom c)kitchen d)office e)hallway f)baths g)table h)garden i)bedroom j)desk ,k
Daniel journeyed to the hallway. Sandra moved to the office. Daniel went to the garden. Daniel travelled to the hallway. Daniel discarded the football. Where was the football before the hallway?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)garden g)beds h)livingroom i)bedroom j)desk ,f
Sandra journeyed to the garden. Sandra travelled to the bedroom. John picked up the apple there. John travelled to the office. John moved to the bedroom. Where was the apple before the bedroom?,office,a)kitchen b)garden c)office d)bathroom e)hallway f)baths g)beds h)livingroom i)bedroom j)desk ,c
Mary travelled to the bathroom. Daniel journeyed to the hallway. John travelled to the office. John travelled to the kitchen. John dropped the milk. Where was the milk before the kitchen?,office,a)beds b)livingroom c)kitchen d)hallway e)bathroom f)baths g)table h)garden i)bedroom j)desk ,k
Sandra travelled to the bathroom. Daniel went back to the office. John journeyed to the hallway. John went to the garden. John discarded the football there. Where was the football before the garden?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)hallway g)beds h)livingroom i)bedroom j)desk ,f
Mary travelled to the office. John went back to the hallway. Mary journeyed to the hallway. Mary went back to the kitchen. Mary discarded the milk. Where was the milk before the kitchen?,hallway,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,d
Daniel went back to the kitchen. John moved to the bedroom. Sandra journeyed to the hallway. Sandra went to the office. Sandra discarded the apple. Where was the apple before the office?,hallway,a)kitchen b)garden c)bathroom d)office e)baths f)beds g)livingroom h)bedroom i)hallway j)desk ,i
Mary discarded the apple. John went back to the hallway. Sandra went to the garden. Sandra went to the bedroom. Sandra left the football. Where was the football before the bedroom?,garden,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)garden j)desk ,i
John went to the bathroom. John travelled to the hallway. Daniel moved to the kitchen. Daniel journeyed to the garden. Daniel dropped the milk. Where was the milk before the garden?,kitchen,a)beds b)livingroom c)bedroom d)office e)hallway f)baths g)table h)bathroom i)garden j)desk ,k
Daniel grabbed the apple. John went back to the kitchen. Daniel moved to the bedroom. Daniel travelled to the office. Daniel discarded the football. Where was the football before the office?,bedroom,a)kitchen b)bathroom c)hallway d)office e)baths f)beds g)livingroom h)garden i)bedroom j)desk ,i
Sandra travelled to the office. Sandra went to the kitchen. John journeyed to the office. Sandra went to the office. Sandra discarded the milk. Where was the milk before the office?,kitchen,a)bedroom b)bathroom c)hallway d)office e)baths f)kitchen g)beds h)livingroom i)garden j)desk ,f
John got the apple. Daniel picked up the football. Daniel travelled to the hallway. Daniel went to the kitchen. Daniel put down the football. Where was the football before the kitchen?,hallway,a)kitchen b)garden c)bathroom d)hallway e)office f)baths g)beds h)livingroom i)bedroom j)desk ,d
Daniel travelled to the bedroom. Mary took the apple there. John travelled to the bathroom. John moved to the garden. John left the football there. Where was the football before the garden?,bathroom,a)kitchen b)garden c)hallway d)office e)baths f)beds g)livingroom h)bedroom i)desk j)bathroom ,j
John went back to the bathroom. Sandra went back to the bedroom. John went to the kitchen. John moved to the hallway. John put down the apple. Where was the apple before the hallway?,kitchen,a)bedroom b)bathroom c)hallway d)kitchen e)office f)baths g)beds h)livingroom i)garden j)desk ,d
Mary picked up the milk. Mary travelled to the bathroom. Sandra travelled to the bathroom. Sandra moved to the bedroom. Sandra dropped the apple. Where was the apple before the bedroom?,bathroom,a)kitchen b)garden c)hallway d)bathroom e)office f)baths g)beds h)livingroom i)bedroom j)desk ,d
Sandra left the milk. Daniel grabbed the apple there. Daniel journeyed to the office. Daniel moved to the bathroom. Daniel put down the milk. Where was the milk before the bathroom?,office,a)kitchen b)garden c)bathroom d)hallway e)baths f)beds g)office h)livingroom i)bedroom j)desk ,g
